Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:55:30+01:00;2021-03-08T21:55:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:01:23+01:00;2021-03-08T21:01:33+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:00:00+01:00;2021-03-08T22:00:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:09:00+01:00;2021-03-08T22:09:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:10:23+01:00;2021-03-08T21:10:33+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:13:30+01:00;2021-03-08T22:13:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:27:00+01:00;2021-03-08T22:27:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:14:53+01:00;2021-03-08T21:15:03+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:18:00+01:00;2021-03-08T22:18:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:31:30+01:00;2021-03-08T22:31:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:23:53+01:00;2021-03-08T21:24:03+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:22:30+01:00;2021-03-08T22:22:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:40:30+01:00;2021-03-08T22:40:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:04:30+01:00;2021-03-08T22:04:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:36:00+01:00;2021-03-08T22:36:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:03:00+01:00;2021-03-08T23:03:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:49:30+01:00;2021-03-08T22:49:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:45:00+01:00;2021-03-08T22:45:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:16:30+01:00;2021-03-08T23:16:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:54:00+01:00;2021-03-08T22:54:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:07:30+01:00;2021-03-08T23:07:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:21:00+01:00;2021-03-08T23:21:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T22:58:30+01:00;2021-03-08T22:58:40+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:39:57+01:00;2021-03-08T20:40:08+01:00;Temps réel
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:30:00+01:00;2021-03-08T23:30:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:12:00+01:00;2021-03-08T23:12:10+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:48:59+01:00;2021-03-08T20:49:10+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:35:27+01:00;2021-03-08T20:35:38+01:00;Temps réel
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T23:25:30+01:00;2021-03-08T23:25:40+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:53:29+01:00;2021-03-08T20:53:40+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:24:59+01:00;2021-03-08T21:25:09+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:44:28+01:00;2021-03-08T20:44:39+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T20:57:59+01:00;2021-03-08T20:58:10+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:43:05+01:00;2021-03-08T21:43:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:02:29+01:00;2021-03-08T21:02:39+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:11:29+01:00;2021-03-08T21:11:39+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:56:35+01:00;2021-03-08T21:56:45+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:06:59+01:00;2021-03-08T21:07:09+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:47:35+01:00;2021-03-08T21:47:45+01:00;Applicable
